"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","167"
"Male","241"
"Chepang",""
"Female","4440"
"Male","4531"
"Danuwar",""
"Female","32"
"Male","29"
"Darai",""
"Female","229"
"Male","214"
"Ghale",""
"Female","10"
"Male","9"
"Gurung",""
"Female","301"
"Male","220"
"Hindi",""
"Female","21"
"Male","30"
"Kham",""
"Female","50"
"Male","33"
"Magar",""
"Female","228"
"Male","175"
"Maithili",""
"Female","53"
"Male","53"
"Nepali",""
"Female","18818"
"Male","16625"
"Newar",""
"Female","275"
"Male","243"
"Not Reported",""
"Female","8"
"Male","5"
"Others",""
"Female","17"
"Male","24"
"Rai",""
"Female","18"
"Male","21"
"Sign Language",""
"Female","9"
"Male","11"
"Tamang",""
"Female","3819"
"Male","3618"
"Tharu",""
"Female","1883"
"Male","1647"
