"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","35"
"Christianity","713"
"Hindu","35472"
"Islam","2729"
"Jainism","0"
"Kirat","9"
"Prakriti","2785"
"Sikhism","0"
"Undefined","76"
"Total","41819"
