"Population by Mother tongue","Number"
"Achhami",""
"Female","13"
"Male","9"
"","22"
"Angika",""
"Female","2910"
"Male","3060"
"","5970"
"Bangla",""
"Female","80"
"Male","89"
"","169"
"Bantawa",""
"Female","6"
"Male","6"
"","12"
"Bhojpuri",""
"Female","372"
"Male","402"
"","774"
"Ganagai",""
"Female","125"
"Male","138"
"","263"
"Hindi",""
"Female","183"
"Male","205"
"","388"
"Khaling",""
"Female","8"
"Male","4"
"","12"
"Limbu",""
"Female","24"
"Male","20"
"","44"
"Magahi",""
"Female","126"
"Male","142"
"","268"
"Maithili",""
"Female","11050"
"Male","11246"
"","22296"
"Nepali",""
"Female","636"
"Male","601"
"","1237"
"Not Reported",""
"Female","61"
"Male","65"
"","126"
"Others",""
"Female","30"
"Male","24"
"","54"
"Rai",""
"Female","7"
"Male","9"
"","16"
"Rajbanshi",""
"Female","990"
"Male","1068"
"","2058"
"Santhali",""
"Female","3114"
"Male","3027"
"","6141"
"Sunuwar",""
"Female","519"
"Male","577"
"","1096"
"Tamang",""
"Female","22"
"Male","25"
"","47"
"Urdu",""
"Female","425"
"Male","401"
"","826"
