"Population by Five Years Age Group","Number"
"0-4",""
"Female","693"
"Male","695"
"10-14",""
"Female","1144"
"Male","1186"
"15-19",""
"Female","965"
"Male","939"
"20-24",""
"Female","744"
"Male","508"
"25-29",""
"Female","658"
"Male","524"
"30-34",""
"Female","537"
"Male","407"
"35-39",""
"Female","515"
"Male","436"
"40-44",""
"Female","426"
"Male","426"
"45-49",""
"Female","371"
"Male","391"
"50-54",""
"Female","352"
"Male","376"
"55-59",""
"Female","278"
"Male","321"
"5-9",""
"Female","994"
"Male","993"
"60-64",""
"Female","280"
"Male","286"
"65-69",""
"Female","234"
"Male","251"
"70-74",""
"Female","167"
"Male","189"
"75+",""
"Female","248"
"Male","266"
