"Population by Five Years Age Group","Number"
"0-4",""
"Female","350"
"Male","358"
"10-14",""
"Female","391"
"Male","418"
"15-19",""
"Female","528"
"Male","446"
"20-24",""
"Female","447"
"Male","437"
"25-29",""
"Female","474"
"Male","530"
"30-34",""
"Female","328"
"Male","411"
"35-39",""
"Female","306"
"Male","402"
"40-44",""
"Female","266"
"Male","296"
"45-49",""
"Female","243"
"Male","245"
"50-54",""
"Female","198"
"Male","183"
"55-59",""
"Female","150"
"Male","135"
"5-9",""
"Female","382"
"Male","390"
"60-64",""
"Female","138"
"Male","95"
"65-69",""
"Female","103"
"Male","88"
"70-74",""
"Female","95"
"Male","75"
"75+",""
"Female","129"
"Male","96"
