"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","25"
"Male","34"
"","59"
"Chepang /Praja",""
"Female","4828"
"Male","4971"
"","9799"
"Chhetri",""
"Female","501"
"Male","524"
"","1025"
"Damai/Dholi",""
"Female","78"
"Male","78"
"","156"
"Gharti/Bhujel",""
"Female","11"
"Male","9"
"","20"
"Kami",""
"Female","332"
"Male","330"
"","662"
"Magar",""
"Female","233"
"Male","213"
"","446"
"Newar",""
"Female","87"
"Male","87"
"","174"
"Others",""
"Female","36"
"Male","54"
"","90"
"Sanyasi/Dasnami",""
"Female","6"
"Male","7"
"","13"
"Sunuwar",""
"Female","17"
"Male","17"
"","34"
"Tamang",""
"Female","6682"
"Male","6553"
"","13235"
"Thakuri",""
"Female","244"
"Male","221"
"","465"
"Yadav",""
"Female","2"
"Male","12"
"","14"
