"Population by Five Years Age Group","Number"
"0-4",""
"Female","863"
"Male","927"
"10-14",""
"Female","1040"
"Male","1018"
"15-19",""
"Female","852"
"Male","763"
"20-24",""
"Female","738"
"Male","366"
"25-29",""
"Female","577"
"Male","311"
"30-34",""
"Female","505"
"Male","328"
"35-39",""
"Female","533"
"Male","352"
"40-44",""
"Female","415"
"Male","377"
"45-49",""
"Female","368"
"Male","339"
"50-54",""
"Female","323"
"Male","352"
"55-59",""
"Female","331"
"Male","315"
"5-9",""
"Female","952"
"Male","982"
"60-64",""
"Female","301"
"Male","264"
"65-69",""
"Female","219"
"Male","244"
"70-74",""
"Female","146"
"Male","151"
"75+",""
"Female","179"
"Male","150"
