"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1058"
"Male","877"
"Chhetri",""
"Female","5078"
"Male","4434"
"Dalit Others",""
"Female","459"
"Male","449"
"Damai/Dholi",""
"Female","31"
"Male","35"
"Kami",""
"Female","646"
"Male","582"
"Lohar",""
"Female","153"
"Male","158"
"Magar",""
"Female","6"
"Male","6"
"Newar",""
"Female","8"
"Male","8"
"Others",""
"Female","24"
"Male","29"
"Pahari",""
"Female","16"
"Male","21"
"Sanyasi/Dasnami",""
"Female","158"
"Male","114"
"Thakuri",""
"Female","705"
"Male","526"
