"Population by Mother tongue","Number"
"Bajjika",""
"Female","10216"
"Male","10298"
"","20514"
"Bhojpuri",""
"Female","45"
"Male","47"
"","92"
"Bhujel",""
"Female","10"
"Male","12"
"","22"
"Danuwar",""
"Female","480"
"Male","444"
"","924"
"Hindi",""
"Female","45"
"Male","56"
"","101"
"Magahi",""
"Female","68"
"Male","68"
"","136"
"Magar",""
"Female","1122"
"Male","1042"
"","2164"
"Maithili",""
"Female","5694"
"Male","5885"
"","11579"
"Majhi",""
"Female","24"
"Male","23"
"","47"
"Nepali",""
"Female","6131"
"Male","5553"
"","11684"
"Newar",""
"Female","122"
"Male","125"
"","247"
"Not Reported",""
"Female","111"
"Male","97"
"","208"
"Others",""
"Female","32"
"Male","26"
"","58"
"Rai",""
"Female","12"
"Male","16"
"","28"
"Tamang",""
"Female","1966"
"Male","1860"
"","3826"
"Tharu",""
"Female","2818"
"Male","2687"
"","5505"
"Urdu",""
"Female","1447"
"Male","1404"
"","2851"
