"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2163"
"Male","1770"
"","3933"
"Chhetri",""
"Female","678"
"Male","594"
"","1272"
"Dalit Others",""
"Female","93"
"Male","70"
"","163"
"Damai/Dholi",""
"Female","143"
"Male","121"
"","264"
"Gharti/Bhujel",""
"Female","82"
"Male","69"
"","151"
"Gurung",""
"Female","26"
"Male","15"
"","41"
"Kami",""
"Female","377"
"Male","273"
"","650"
"Magar",""
"Female","315"
"Male","250"
"","565"
"Majhi",""
"Female","29"
"Male","24"
"","53"
"Newar",""
"Female","980"
"Male","785"
"","1765"
"Others",""
"Female","39"
"Male","29"
"","68"
"Sarki",""
"Female","352"
"Male","311"
"","663"
"Tamang",""
"Female","3330"
"Male","2665"
"","5995"
"Terai Others",""
"Female","11"
"Male","7"
"","18"
"Thakuri",""
"Female","67"
"Male","51"
"","118"
