"Population by Religion","Number"
"Bahai","1"
"Bon","2"
"Buddism","5201"
"Christianity","75"
"Hindu","10351"
"Islam","9"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","79"
"Total","15719"
