"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1478"
"Cow Dung","188"
"Electricity Fuel","9"
"KeroseneFuel","90"
"LP Gas","2348"
"Not Sated about Fuel","19"
"OthersFuel","7"
"Wood/FireWood","5287"
"Total","9426"
