"Population by Five Years Age Group","Number"
"0-4",""
"Female","1640"
"Male","1785"
"10-14",""
"Female","2090"
"Male","2286"
"15-19",""
"Female","1512"
"Male","1489"
"20-24",""
"Female","1468"
"Male","1018"
"25-29",""
"Female","1414"
"Male","950"
"30-34",""
"Female","1075"
"Male","829"
"35-39",""
"Female","1072"
"Male","746"
"40-44",""
"Female","809"
"Male","673"
"45-49",""
"Female","728"
"Male","646"
"50-54",""
"Female","564"
"Male","617"
"55-59",""
"Female","559"
"Male","571"
"5-9",""
"Female","2057"
"Male","2158"
"60-64",""
"Female","519"
"Male","533"
"65-69",""
"Female","334"
"Male","373"
"70-74",""
"Female","204"
"Male","234"
"75+",""
"Female","199"
"Male","205"
