"Population by Mother tongue","Number"
"Danuwar",""
"Female","414"
"Male","382"
"Doteli",""
"Female","12"
"Male","15"
"Magar",""
"Female","31"
"Male","26"
"Maithili",""
"Female","12901"
"Male","11769"
"Nepali",""
"Female","2317"
"Male","2068"
"Newar",""
"Female","11"
"Male","11"
"Not Reported",""
"Female","85"
"Male","84"
"Others",""
"Female","19"
"Male","16"
"Rai",""
"Female","25"
"Male","19"
"Sunuwar",""
"Female","18"
"Male","16"
"Tamang",""
"Female","297"
"Male","296"
"Urdu",""
"Female","67"
"Male","68"
