"Population by Single Year of Age","Number"
"0",""
"Female","201"
"Male","224"
"1",""
"Female","221"
"Male","239"
"10",""
"Female","348"
"Male","350"
"11",""
"Female","332"
"Male","302"
"12",""
"Female","371"
"Male","386"
"13",""
"Female","362"
"Male","329"
"14",""
"Female","339"
"Male","364"
"15",""
"Female","341"
"Male","353"
"16",""
"Female","332"
"Male","287"
"17",""
"Female","328"
"Male","268"
"18",""
"Female","342"
"Male","298"
"19",""
"Female","223"
"Male","174"
"2",""
"Female","249"
"Male","254"
"20",""
"Female","343"
"Male","203"
"21",""
"Female","225"
"Male","114"
"22",""
"Female","307"
"Male","153"
"23",""
"Female","221"
"Male","101"
"24",""
"Female","200"
"Male","109"
"25",""
"Female","314"
"Male","120"
"26",""
"Female","203"
"Male","100"
"27",""
"Female","210"
"Male","95"
"28",""
"Female","255"
"Male","103"
"29",""
"Female","145"
"Male","73"
"3",""
"Female","236"
"Male","226"
"30",""
"Female","269"
"Male","126"
"31",""
"Female","119"
"Male","58"
"32",""
"Female","190"
"Male","89"
"33",""
"Female","146"
"Male","70"
"34",""
"Female","160"
"Male","74"
"35",""
"Female","259"
"Male","125"
"36",""
"Female","155"
"Male","64"
"37",""
"Female","134"
"Male","82"
"38",""
"Female","164"
"Male","94"
"39",""
"Female","135"
"Male","80"
"4",""
"Female","278"
"Male","279"
"40",""
"Female","265"
"Male","146"
"41",""
"Female","79"
"Male","78"
"42",""
"Female","149"
"Male","112"
"43",""
"Female","112"
"Male","76"
"44",""
"Female","96"
"Male","67"
"45",""
"Female","197"
"Male","127"
"46",""
"Female","113"
"Male","84"
"47",""
"Female","106"
"Male","94"
"48",""
"Female","137"
"Male","108"
"49",""
"Female","104"
"Male","78"
"5",""
"Female","264"
"Male","298"
"50",""
"Female","218"
"Male","169"
"51",""
"Female","104"
"Male","75"
"52",""
"Female","109"
"Male","104"
"53",""
"Female","82"
"Male","69"
"54",""
"Female","73"
"Male","75"
"55",""
"Female","137"
"Male","120"
"56",""
"Female","94"
"Male","99"
"57",""
"Female","76"
"Male","85"
"58",""
"Female","110"
"Male","81"
"59",""
"Female","73"
"Male","73"
"6",""
"Female","254"
"Male","292"
"60",""
"Female","156"
"Male","141"
"61",""
"Female","84"
"Male","75"
"62",""
"Female","90"
"Male","68"
"63",""
"Female","74"
"Male","56"
"64",""
"Female","57"
"Male","68"
"65",""
"Female","127"
"Male","93"
"66",""
"Female","54"
"Male","44"
"67",""
"Female","59"
"Male","79"
"68",""
"Female","73"
"Male","88"
"69",""
"Female","33"
"Male","30"
"7",""
"Female","304"
"Male","297"
"70",""
"Female","114"
"Male","65"
"71",""
"Female","36"
"Male","38"
"72",""
"Female","55"
"Male","61"
"73",""
"Female","31"
"Male","30"
"74",""
"Female","24"
"Male","25"
"75",""
"Female","54"
"Male","45"
"76",""
"Female","26"
"Male","34"
"77",""
"Female","15"
"Male","32"
"78",""
"Female","37"
"Male","37"
"79",""
"Female","18"
"Male","17"
"8",""
"Female","316"
"Male","351"
"80",""
"Female","39"
"Male","24"
"81",""
"Female","12"
"Male","15"
"82",""
"Female","20"
"Male","16"
"83",""
"Female","11"
"Male","17"
"84",""
"Female","16"
"Male","15"
"85",""
"Female","49"
"Male","48"
"9",""
"Female","308"
"Male","331"
