"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","17"
"Male","15"
"Brahman - Hill",""
"Female","950"
"Male","734"
"Chhetri",""
"Female","434"
"Male","302"
"Damai/Dholi",""
"Female","203"
"Male","162"
"Gharti/Bhujel",""
"Female","76"
"Male","54"
"Kami",""
"Female","961"
"Male","693"
"Kumal",""
"Female","382"
"Male","320"
"Magar",""
"Female","10410"
"Male","8442"
"Musalman",""
"Female","13"
"Male","7"
"Newar",""
"Female","102"
"Male","77"
"Others",""
"Female","37"
"Male","46"
"Sanyasi/Dasnami",""
"Female","30"
"Male","27"
"Sarki",""
"Female","277"
"Male","225"
"Undefined Others",""
"Female","9"
"Male","12"
