"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","13619"
"Male","14575"
"","28194"
"Doteli",""
"Female","26"
"Male","23"
"","49"
"Maithili",""
"Female","524"
"Male","508"
"","1032"
"Nepali",""
"Female","71"
"Male","76"
"","147"
"Not Reported",""
"Female","169"
"Male","160"
"","329"
"Others",""
"Female","17"
"Male","8"
"","25"
"Rai",""
"Female","15"
"Male","16"
"","31"
"Tharu",""
"Female","195"
"Male","183"
"","378"
"Urdu",""
"Female","1191"
"Male","1251"
"","2442"
"Yakkha",""
"Female","21"
"Male","15"
"","36"
