"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","2735"
"Electricity Fuel","0"
"KeroseneFuel","49"
"LP Gas","15"
"Not Sated about Fuel","79"
"OthersFuel","4"
"Wood/FireWood","2060"
"Total","4953"
