"Number of households by type of outer wall","Number"
"BambooWall","6408"
"Cement Bonded Bricks/Stone Wall","29392"
"Mud Bonded Bricks/Stone Wall","29134"
"Not Stated about Wall","1173"
"Other Type Wall","14714"
"Unbaked Bricks","7656"
"Wood/Planks","6216"
"Total","94693"
