"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2044"
"Cow Dung","3963"
"Electricity Fuel","41"
"KeroseneFuel","844"
"LP Gas","19473"
"Not Sated about Fuel","544"
"OthersFuel","133"
"Wood/FireWood","67651"
"Total","94693"
