"Population by Mother tongue","Number"
"Avadhi",""
"Female","55552"
"Male","60723"
"","116275"
"Bangla",""
"Female","71"
"Male","109"
"","180"
"Bhojpuri",""
"Female","188"
"Male","223"
"","411"
"Chepang",""
"Female","6"
"Male","7"
"","13"
"Danuwar",""
"Female","12"
"Male","6"
"","18"
"Doteli",""
"Female","654"
"Male","648"
"","1302"
"English",""
"Female","6"
"Male","7"
"","13"
"Gurung",""
"Female","243"
"Male","203"
"","446"
"Hindi",""
"Female","1679"
"Male","1866"
"","3545"
"Kham",""
"Female","35"
"Male","39"
"","74"
"Limbu",""
"Female","35"
"Male","33"
"","68"
"Magar",""
"Female","2516"
"Male","2041"
"","4557"
"Maithili",""
"Female","2180"
"Male","2440"
"","4620"
"Nepali",""
"Female","100366"
"Male","88937"
"","189303"
"Newar",""
"Female","1008"
"Male","997"
"","2005"
"Not Reported",""
"Female","127"
"Male","138"
"","265"
"Others",""
"Female","188"
"Male","160"
"","348"
"Punjabi",""
"Female","61"
"Male","55"
"","116"
"Rai",""
"Female","96"
"Male","107"
"","203"
"Rajsthani",""
"Female","60"
"Male","68"
"","128"
"Santhali",""
"Female","7"
"Male","5"
"","12"
"Sherpa",""
"Female","47"
"Male","38"
"","85"
"Tamang",""
"Female","155"
"Male","141"
"","296"
"Tharu",""
"Female","35734"
"Male","34175"
"","69909"
"Uranw/Urau",""
"Female","7"
"Male","11"
"","18"
"Urdu",""
"Female","44961"
"Male","45993"
"","90954"
