"Population by Literacy Status","Number"
"Literate",""
"Female","121568"
"Male","148552"
"","270120"
"Not Read/Write",""
"Female","94193"
"Male","60147"
"","154340"
"Not Stated",""
"Female","325"
"Male","200"
"","525"
"Read Only",""
"Female","5955"
"Male","5426"
"","11381"
