"Population by Five Years Age Group","Number"
"0-4",""
"Female","1009"
"Male","951"
"10-14",""
"Female","1491"
"Male","1541"
"15-19",""
"Female","1349"
"Male","1182"
"20-24",""
"Female","977"
"Male","575"
"25-29",""
"Female","758"
"Male","436"
"30-34",""
"Female","684"
"Male","440"
"35-39",""
"Female","646"
"Male","429"
"40-44",""
"Female","674"
"Male","514"
"45-49",""
"Female","596"
"Male","497"
"50-54",""
"Female","517"
"Male","470"
"55-59",""
"Female","386"
"Male","367"
"5-9",""
"Female","1267"
"Male","1172"
"60-64",""
"Female","381"
"Male","351"
"65-69",""
"Female","280"
"Male","267"
"70-74",""
"Female","208"
"Male","195"
"75+",""
"Female","255"
"Male","228"
