"Population by Caste/Ethinicity","Number"
"Bahing",""
"Female","216"
"Male","200"
"Brahman - Hill",""
"Female","675"
"Male","601"
"Chhetri",""
"Female","1181"
"Male","910"
"Damai/Dholi",""
"Female","404"
"Male","309"
"Gharti/Bhujel",""
"Female","87"
"Male","74"
"Gurung",""
"Female","26"
"Male","16"
"Kami",""
"Female","487"
"Male","414"
"Limbu",""
"Female","12"
"Male","6"
"Magar",""
"Female","1866"
"Male","1572"
"Majhi",""
"Female","117"
"Male","100"
"Newar",""
"Female","777"
"Male","594"
"Others",""
"Female","36"
"Male","44"
"Rai",""
"Female","4600"
"Male","3912"
"Sarki",""
"Female","211"
"Male","188"
"Tamang",""
"Female","732"
"Male","610"
"Tharu",""
"Female","18"
"Male","17"
"Undefined Others",""
"Female","30"
"Male","18"
"Yadav",""
"Female","1"
"Male","13"
