"Population by Five Years Age Group","Number"
"0-4",""
"Female","2506"
"Male","2823"
"10-14",""
"Female","3096"
"Male","3371"
"15-19",""
"Female","2151"
"Male","2600"
"20-24",""
"Female","1697"
"Male","1662"
"25-29",""
"Female","1781"
"Male","1524"
"30-34",""
"Female","1741"
"Male","1374"
"35-39",""
"Female","1471"
"Male","1557"
"40-44",""
"Female","1171"
"Male","1272"
"45-49",""
"Female","985"
"Male","1071"
"50-54",""
"Female","667"
"Male","833"
"55-59",""
"Female","624"
"Male","660"
"5-9",""
"Female","3311"
"Male","3506"
"60-64",""
"Female","557"
"Male","623"
"65-69",""
"Female","457"
"Male","433"
"70-74",""
"Female","255"
"Male","338"
"75+",""
"Female","234"
"Male","206"
