"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","1997"
"Electricity Fuel","2"
"KeroseneFuel","66"
"LP Gas","10"
"Not Sated about Fuel","27"
"OthersFuel","20"
"Wood/FireWood","2750"
"Total","4875"
