"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","16"
"Electricity Fuel","0"
"KeroseneFuel","21"
"LP Gas","12"
"Not Sated about Fuel","5"
"OthersFuel","0"
"Wood/FireWood","4522"
"Total","4579"
