"Population by Mother tongue","Number"
"Bahing",""
"Female","14"
"Male","14"
"","28"
"Bantawa",""
"Female","5974"
"Male","5113"
"","11087"
"Chamling",""
"Female","207"
"Male","210"
"","417"
"Khaling",""
"Female","35"
"Male","36"
"","71"
"Kulung",""
"Female","21"
"Male","19"
"","40"
"Magar",""
"Female","96"
"Male","80"
"","176"
"Maithili",""
"Female","8"
"Male","30"
"","38"
"Nepali",""
"Female","3796"
"Male","3258"
"","7054"
"Newar",""
"Female","12"
"Male","15"
"","27"
"Not Reported",""
"Female","29"
"Male","19"
"","48"
"Others",""
"Female","29"
"Male","28"
"","57"
"Rai",""
"Female","396"
"Male","355"
"","751"
"Tamang",""
"Female","196"
"Male","203"
"","399"
"Tharu",""
"Female","7"
"Male","6"
"","13"
"Thulung",""
"Female","102"
"Male","96"
"","198"
