"Population by Caste Ethinicity","Number"
"Bantaba",""
"Female","10"
"Male","6"
"","16"
"Brahman - Hill",""
"Female","146"
"Male","142"
"","288"
"Chhetri",""
"Female","2146"
"Male","1851"
"","3997"
"Damai/Dholi",""
"Female","292"
"Male","225"
"","517"
"Gharti/Bhujel",""
"Female","117"
"Male","128"
"","245"
"Kami",""
"Female","424"
"Male","296"
"","720"
"Magar",""
"Female","133"
"Male","135"
"","268"
"Majhi",""
"Female","16"
"Male","15"
"","31"
"Newar",""
"Female","289"
"Male","241"
"","530"
"Others",""
"Female","24"
"Male","26"
"","50"
"Rai",""
"Female","6793"
"Male","5880"
"","12673"
"Sarki",""
"Female","301"
"Male","288"
"","589"
"Tamang",""
"Female","210"
"Male","219"
"","429"
"Tharu",""
"Female","7"
"Male","6"
"","13"
"Undefined Others",""
"Female","8"
"Male","8"
"","16"
"Yadav",""
"Female","6"
"Male","16"
"","22"
