"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","7"
"Electricity Fuel","0"
"KeroseneFuel","26"
"LP Gas","14"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","3813"
"Total","3891"
