"Population by Religion","Number"
"Bahai","6"
"Bon","0"
"Buddism","359"
"Christianity","51"
"Hindu","194656"
"Islam","8"
"Jainism","0"
"Kirat","0"
"Prakriti","7"
"Sikhism","0"
"Undefined","72"
"Total","195159"
