"Population by Caste Ethinicity","Number"
"Badi",""
"Female","252"
"Male","190"
"","442"
"Bangali",""
"Female","27"
"Male","23"
"","50"
"Bhote",""
"Female","11"
"Male","9"
"","20"
"Brahman - Hill",""
"Female","10689"
"Male","9141"
"","19830"
"Chhetri",""
"Female","67568"
"Male","62047"
"","129615"
"Dalit Others",""
"Female","5237"
"Male","4688"
"","9925"
"Damai/Dholi",""
"Female","1660"
"Male","1327"
"","2987"
"Dhobi",""
"Female","10"
"Male","10"
"","20"
"Foreigner",""
"Female","7"
"Male","6"
"","13"
"Gurung",""
"Female","60"
"Male","61"
"","121"
"Kami",""
"Female","7564"
"Male","6733"
"","14297"
"Kayastha",""
"Female","10"
"Male","10"
"","20"
"Lohar",""
"Female","17"
"Male","24"
"","41"
"Magar",""
"Female","83"
"Male","89"
"","172"
"Newar",""
"Female","75"
"Male","77"
"","152"
"Others",""
"Female","131"
"Male","129"
"","260"
"Rai",""
"Female","13"
"Male","11"
"","24"
"Rajput",""
"Female","36"
"Male","41"
"","77"
"Sanyasi/Dasnami",""
"Female","1326"
"Male","1102"
"","2428"
"Sarki",""
"Female","2305"
"Male","2020"
"","4325"
"Tamang",""
"Female","102"
"Male","104"
"","206"
"Terai Others",""
"Female","61"
"Male","57"
"","118"
"Thakuri",""
"Female","5060"
"Male","4391"
"","9451"
"Tharu",""
"Female","45"
"Male","50"
"","95"
"Undefined Others",""
"Female","7"
"Male","5"
"","12"
