"Population by Single Year of Age","Number"
"0",""
"Female","789"
"Male","853"
"1",""
"Female","668"
"Male","721"
"10",""
"Female","1220"
"Male","1303"
"11",""
"Female","1056"
"Male","1151"
"12",""
"Female","1272"
"Male","1398"
"13",""
"Female","1221"
"Male","1256"
"14",""
"Female","1232"
"Male","1206"
"15",""
"Female","1223"
"Male","1213"
"16",""
"Female","1171"
"Male","1008"
"17",""
"Female","1127"
"Male","1007"
"18",""
"Female","1233"
"Male","1113"
"19",""
"Female","881"
"Male","613"
"2",""
"Female","761"
"Male","818"
"20",""
"Female","1166"
"Male","816"
"21",""
"Female","821"
"Male","568"
"22",""
"Female","1204"
"Male","720"
"23",""
"Female","840"
"Male","526"
"24",""
"Female","734"
"Male","571"
"25",""
"Female","1155"
"Male","704"
"26",""
"Female","776"
"Male","572"
"27",""
"Female","797"
"Male","606"
"28",""
"Female","860"
"Male","719"
"29",""
"Female","495"
"Male","467"
"3",""
"Female","841"
"Male","800"
"30",""
"Female","1191"
"Male","894"
"31",""
"Female","372"
"Male","331"
"32",""
"Female","713"
"Male","533"
"33",""
"Female","428"
"Male","387"
"34",""
"Female","413"
"Male","363"
"35",""
"Female","1204"
"Male","893"
"36",""
"Female","544"
"Male","395"
"37",""
"Female","406"
"Male","361"
"38",""
"Female","609"
"Male","475"
"39",""
"Female","361"
"Male","320"
"4",""
"Female","882"
"Male","940"
"40",""
"Female","1149"
"Male","948"
"41",""
"Female","330"
"Male","284"
"42",""
"Female","472"
"Male","509"
"43",""
"Female","315"
"Male","332"
"44",""
"Female","282"
"Male","279"
"45",""
"Female","813"
"Male","725"
"46",""
"Female","305"
"Male","318"
"47",""
"Female","262"
"Male","270"
"48",""
"Female","386"
"Male","383"
"49",""
"Female","226"
"Male","263"
"5",""
"Female","953"
"Male","1054"
"50",""
"Female","713"
"Male","707"
"51",""
"Female","195"
"Male","240"
"52",""
"Female","330"
"Male","329"
"53",""
"Female","184"
"Male","207"
"54",""
"Female","172"
"Male","216"
"55",""
"Female","434"
"Male","479"
"56",""
"Female","237"
"Male","210"
"57",""
"Female","203"
"Male","208"
"58",""
"Female","238"
"Male","231"
"59",""
"Female","109"
"Male","164"
"6",""
"Female","949"
"Male","1052"
"60",""
"Female","571"
"Male","518"
"61",""
"Female","158"
"Male","181"
"62",""
"Female","198"
"Male","197"
"63",""
"Female","132"
"Male","138"
"64",""
"Female","121"
"Male","115"
"65",""
"Female","308"
"Male","274"
"66",""
"Female","100"
"Male","108"
"67",""
"Female","136"
"Male","137"
"68",""
"Female","167"
"Male","171"
"69",""
"Female","70"
"Male","67"
"7",""
"Female","1099"
"Male","1143"
"70",""
"Female","302"
"Male","234"
"71",""
"Female","60"
"Male","53"
"72",""
"Female","111"
"Male","122"
"73",""
"Female","67"
"Male","81"
"74",""
"Female","36"
"Male","72"
"75",""
"Female","177"
"Male","147"
"76",""
"Female","60"
"Male","52"
"77",""
"Female","63"
"Male","66"
"78",""
"Female","67"
"Male","78"
"79",""
"Female","22"
"Male","29"
"8",""
"Female","1043"
"Male","1259"
"80",""
"Female","95"
"Male","92"
"81",""
"Female","30"
"Male","15"
"82",""
"Female","32"
"Male","30"
"83",""
"Female","29"
"Male","26"
"84",""
"Female","28"
"Male","27"
"85",""
"Female","160"
"Male","132"
"9",""
"Female","1002"
"Male","1007"
