"Population by Five Years Age Group","Number"
"0-4",""
"Female","3941"
"Male","4132"
"10-14",""
"Female","6001"
"Male","6314"
"15-19",""
"Female","5635"
"Male","4954"
"20-24",""
"Female","4765"
"Male","3201"
"25-29",""
"Female","4083"
"Male","3068"
"30-34",""
"Female","3117"
"Male","2508"
"35-39",""
"Female","3124"
"Male","2444"
"40-44",""
"Female","2548"
"Male","2352"
"45-49",""
"Female","1992"
"Male","1959"
"50-54",""
"Female","1594"
"Male","1699"
"55-59",""
"Female","1221"
"Male","1292"
"5-9",""
"Female","5046"
"Male","5515"
"60-64",""
"Female","1180"
"Male","1149"
"65-69",""
"Female","781"
"Male","757"
"70-74",""
"Female","576"
"Male","562"
"75+",""
"Female","763"
"Male","694"
