"Population by Mother tongue","Number"
"Avadhi",""
"Female","390"
"Male","455"
"","845"
"Bangla",""
"Female","10"
"Male","5"
"","15"
"Bhojpuri",""
"Female","9472"
"Male","9331"
"","18803"
"Gurung",""
"Female","217"
"Male","163"
"","380"
"Hindi",""
"Female","12"
"Male","13"
"","25"
"Magar",""
"Female","231"
"Male","191"
"","422"
"Maithili",""
"Female","825"
"Male","814"
"","1639"
"Nepali",""
"Female","6073"
"Male","5143"
"","11216"
"Newar",""
"Female","53"
"Male","49"
"","102"
"Not Reported",""
"Female","10"
"Male","4"
"","14"
"Others",""
"Female","14"
"Male","9"
"","23"
"Sherpa",""
"Female","10"
"Male","10"
"","20"
"Tharu",""
"Female","2540"
"Male","2311"
"","4851"
"Urdu",""
"Female","60"
"Male","51"
"","111"
