"Population by Single Year of Age","Number"
"0",""
"Female","376"
"Male","427"
"1",""
"Female","242"
"Male","252"
"10",""
"Female","449"
"Male","409"
"11",""
"Female","274"
"Male","302"
"12",""
"Female","459"
"Male","456"
"13",""
"Female","355"
"Male","305"
"14",""
"Female","355"
"Male","351"
"15",""
"Female","311"
"Male","296"
"16",""
"Female","327"
"Male","276"
"17",""
"Female","167"
"Male","184"
"18",""
"Female","367"
"Male","319"
"19",""
"Female","183"
"Male","188"
"2",""
"Female","392"
"Male","386"
"20",""
"Female","282"
"Male","219"
"21",""
"Female","169"
"Male","149"
"22",""
"Female","233"
"Male","190"
"23",""
"Female","168"
"Male","121"
"24",""
"Female","167"
"Male","137"
"25",""
"Female","284"
"Male","200"
"26",""
"Female","154"
"Male","138"
"27",""
"Female","125"
"Male","95"
"28",""
"Female","208"
"Male","199"
"29",""
"Female","105"
"Male","90"
"3",""
"Female","402"
"Male","455"
"30",""
"Female","345"
"Male","221"
"31",""
"Female","72"
"Male","61"
"32",""
"Female","149"
"Male","126"
"33",""
"Female","96"
"Male","86"
"34",""
"Female","123"
"Male","91"
"35",""
"Female","324"
"Male","224"
"36",""
"Female","104"
"Male","99"
"37",""
"Female","55"
"Male","66"
"38",""
"Female","150"
"Male","117"
"39",""
"Female","48"
"Male","52"
"4",""
"Female","427"
"Male","431"
"40",""
"Female","335"
"Male","196"
"41",""
"Female","42"
"Male","57"
"42",""
"Female","91"
"Male","98"
"43",""
"Female","71"
"Male","61"
"44",""
"Female","46"
"Male","54"
"45",""
"Female","215"
"Male","187"
"46",""
"Female","63"
"Male","74"
"47",""
"Female","49"
"Male","45"
"48",""
"Female","98"
"Male","87"
"49",""
"Female","33"
"Male","31"
"5",""
"Female","419"
"Male","419"
"50",""
"Female","195"
"Male","156"
"51",""
"Female","32"
"Male","37"
"52",""
"Female","51"
"Male","83"
"53",""
"Female","31"
"Male","40"
"54",""
"Female","32"
"Male","36"
"55",""
"Female","139"
"Male","132"
"56",""
"Female","40"
"Male","46"
"57",""
"Female","23"
"Male","39"
"58",""
"Female","47"
"Male","50"
"59",""
"Female","34"
"Male","28"
"6",""
"Female","416"
"Male","402"
"60",""
"Female","175"
"Male","156"
"61",""
"Female","55"
"Male","50"
"62",""
"Female","39"
"Male","48"
"63",""
"Female","27"
"Male","21"
"64",""
"Female","32"
"Male","17"
"65",""
"Female","154"
"Male","136"
"66",""
"Female","23"
"Male","19"
"67",""
"Female","21"
"Male","22"
"68",""
"Female","55"
"Male","57"
"69",""
"Female","10"
"Male","19"
"7",""
"Female","378"
"Male","367"
"70",""
"Female","109"
"Male","105"
"71",""
"Female","25"
"Male","32"
"72",""
"Female","41"
"Male","33"
"73",""
"Female","17"
"Male","23"
"74",""
"Female","17"
"Male","10"
"75",""
"Female","72"
"Male","52"
"76",""
"Female","14"
"Male","10"
"77",""
"Female","6"
"Male","13"
"78",""
"Female","7"
"Male","16"
"79",""
"Female","4"
"Male","8"
"8",""
"Female","433"
"Male","423"
"80",""
"Female","31"
"Male","28"
"81",""
"Female","5"
"Male","9"
"82",""
"Female","4"
"Male","5"
"83",""
"Female","4"
"Male","5"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","29"
"Male","22"
"9",""
"Female","320"
"Male","331"
