"Population by Single Year of Age","Number"
"0",""
"Female","410"
"Male","485"
"1",""
"Female","447"
"Male","491"
"10",""
"Female","1041"
"Male","1091"
"11",""
"Female","409"
"Male","387"
"12",""
"Female","833"
"Male","892"
"13",""
"Female","474"
"Male","458"
"14",""
"Female","584"
"Male","590"
"15",""
"Female","525"
"Male","637"
"16",""
"Female","541"
"Male","676"
"17",""
"Female","252"
"Male","399"
"18",""
"Female","511"
"Male","660"
"19",""
"Female","180"
"Male","255"
"2",""
"Female","718"
"Male","773"
"20",""
"Female","570"
"Male","705"
"21",""
"Female","177"
"Male","184"
"22",""
"Female","449"
"Male","470"
"23",""
"Female","437"
"Male","225"
"24",""
"Female","301"
"Male","306"
"25",""
"Female","616"
"Male","733"
"26",""
"Female","354"
"Male","266"
"27",""
"Female","242"
"Male","269"
"28",""
"Female","675"
"Male","476"
"29",""
"Female","86"
"Male","102"
"3",""
"Female","833"
"Male","877"
"30",""
"Female","801"
"Male","950"
"31",""
"Female","77"
"Male","93"
"32",""
"Female","385"
"Male","362"
"33",""
"Female","461"
"Male","156"
"34",""
"Female","210"
"Male","133"
"35",""
"Female","577"
"Male","979"
"36",""
"Female","202"
"Male","230"
"37",""
"Female","172"
"Male","145"
"38",""
"Female","567"
"Male","270"
"39",""
"Female","85"
"Male","79"
"4",""
"Female","831"
"Male","772"
"40",""
"Female","572"
"Male","962"
"41",""
"Female","65"
"Male","64"
"42",""
"Female","197"
"Male","218"
"43",""
"Female","312"
"Male","104"
"44",""
"Female","110"
"Male","81"
"45",""
"Female","423"
"Male","716"
"46",""
"Female","87"
"Male","127"
"47",""
"Female","93"
"Male","87"
"48",""
"Female","276"
"Male","183"
"49",""
"Female","61"
"Male","37"
"5",""
"Female","898"
"Male","975"
"50",""
"Female","380"
"Male","569"
"51",""
"Female","39"
"Male","55"
"52",""
"Female","128"
"Male","119"
"53",""
"Female","165"
"Male","43"
"54",""
"Female","59"
"Male","40"
"55",""
"Female","332"
"Male","473"
"56",""
"Female","71"
"Male","85"
"57",""
"Female","47"
"Male","43"
"58",""
"Female","212"
"Male","109"
"59",""
"Female","22"
"Male","29"
"6",""
"Female","846"
"Male","908"
"60",""
"Female","418"
"Male","509"
"61",""
"Female","33"
"Male","25"
"62",""
"Female","130"
"Male","87"
"63",""
"Female","114"
"Male","25"
"64",""
"Female","45"
"Male","25"
"65",""
"Female","342"
"Male","419"
"66",""
"Female","45"
"Male","46"
"67",""
"Female","35"
"Male","41"
"68",""
"Female","122"
"Male","82"
"69",""
"Female","18"
"Male","29"
"7",""
"Female","741"
"Male","761"
"70",""
"Female","263"
"Male","319"
"71",""
"Female","19"
"Male","28"
"72",""
"Female","40"
"Male","52"
"73",""
"Female","40"
"Male","15"
"74",""
"Female","14"
"Male","14"
"75",""
"Female","125"
"Male","180"
"76",""
"Female","7"
"Male","16"
"77",""
"Female","12"
"Male","17"
"78",""
"Female","16"
"Male","21"
"79",""
"Female","2"
"Male","8"
"8",""
"Female","944"
"Male","985"
"80",""
"Female","59"
"Male","69"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","0"
"Male","2"
"84",""
"Female","3"
"Male","0"
"85",""
"Female","38"
"Male","43"
"9",""
"Female","464"
"Male","456"
