"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","44"
"Christianity","2"
"Hindu","30964"
"Islam","769"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","72"
"Total","31851"
