"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","2255"
"Electricity Fuel","0"
"KeroseneFuel","93"
"LP Gas","34"
"Not Sated about Fuel","25"
"OthersFuel","48"
"Wood/FireWood","3360"
"Total","5822"
