"Population by Mother tongue","Number"
"Bajjika",""
"Female","8"
"Male","4"
"","12"
"Bhojpuri",""
"Female","21"
"Male","16"
"","37"
"Doteli",""
"Female","53"
"Male","38"
"","91"
"Hindi",""
"Female","6"
"Male","5"
"","11"
"Magahi",""
"Female","561"
"Male","503"
"","1064"
"Maithili",""
"Female","14943"
"Male","14701"
"","29644"
"Nepali",""
"Female","305"
"Male","359"
"","664"
"Newar",""
"Female","63"
"Male","66"
"","129"
"Not Reported",""
"Female","34"
"Male","28"
"","62"
"Others",""
"Female","17"
"Male","19"
"","36"
"Rai",""
"Female","7"
"Male","8"
"","15"
"Tamang",""
"Female","20"
"Male","9"
"","29"
"Urdu",""
"Female","32"
"Male","25"
"","57"
