"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","3395"
"Electricity","0"
"Kerosene","26"
"LP Gas","9"
"Not stated","41"
"Others","5"
"Wood/Firewood","178"
"Total","3661"
