"Population by Five Years Age Group","Number"
"0-4",""
"Female","5689"
"Male","5738"
"10-14",""
"Female","7628"
"Male","7997"
"15-19",""
"Female","6502"
"Male","6592"
"20-24",""
"Female","5779"
"Male","5104"
"25-29",""
"Female","5134"
"Male","5090"
"30-34",""
"Female","4199"
"Male","4239"
"35-39",""
"Female","3867"
"Male","3883"
"40-44",""
"Female","3040"
"Male","3270"
"45-49",""
"Female","2446"
"Male","2753"
"50-54",""
"Female","1918"
"Male","2074"
"55-59",""
"Female","1499"
"Male","1692"
"5-9",""
"Female","7301"
"Male","7812"
"60-64",""
"Female","1294"
"Male","1441"
"65-69",""
"Female","942"
"Male","973"
"70-74",""
"Female","589"
"Male","669"
"75+",""
"Female","617"
"Male","627"
