"Population by Caste Ethinicity","Number"
"Badi",""
"Female","27"
"Male","26"
"","53"
"Brahman - Hill",""
"Female","1229"
"Male","1050"
"","2279"
"Brahman - Tarai",""
"Female","10"
"Male","7"
"","17"
"Chhetri",""
"Female","202"
"Male","166"
"","368"
"Damai/Dholi",""
"Female","55"
"Male","57"
"","112"
"Ghale",""
"Female","57"
"Male","52"
"","109"
"Gurung",""
"Female","566"
"Male","480"
"","1046"
"Kami",""
"Female","95"
"Male","97"
"","192"
"Magar",""
"Female","133"
"Male","92"
"","225"
"Newar",""
"Female","78"
"Male","85"
"","163"
"Others",""
"Female","16"
"Male","27"
"","43"
"Tamang",""
"Female","1942"
"Male","1706"
"","3648"
