"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","71"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","2"
"LP Gas","106"
"Not Sated about Fuel","5"
"OthersFuel","4"
"Wood/FireWood","1656"
"Total","1846"
