"Population by Single Year of Age","Number"
"0",""
"Female","1518"
"Male","1565"
"1",""
"Female","1315"
"Male","1418"
"10",""
"Female","2169"
"Male","2175"
"11",""
"Female","1904"
"Male","1833"
"12",""
"Female","2310"
"Male","2381"
"13",""
"Female","1995"
"Male","2010"
"14",""
"Female","2181"
"Male","2006"
"15",""
"Female","2019"
"Male","1988"
"16",""
"Female","1931"
"Male","1935"
"17",""
"Female","1958"
"Male","1817"
"18",""
"Female","1998"
"Male","1870"
"19",""
"Female","1441"
"Male","1200"
"2",""
"Female","1434"
"Male","1438"
"20",""
"Female","1682"
"Male","1172"
"21",""
"Female","1455"
"Male","1002"
"22",""
"Female","1762"
"Male","1158"
"23",""
"Female","1344"
"Male","867"
"24",""
"Female","1419"
"Male","954"
"25",""
"Female","1684"
"Male","1002"
"26",""
"Female","1317"
"Male","887"
"27",""
"Female","1317"
"Male","906"
"28",""
"Female","1347"
"Male","990"
"29",""
"Female","830"
"Male","634"
"3",""
"Female","1523"
"Male","1516"
"30",""
"Female","1608"
"Male","1134"
"31",""
"Female","778"
"Male","622"
"32",""
"Female","1088"
"Male","820"
"33",""
"Female","742"
"Male","631"
"34",""
"Female","795"
"Male","660"
"35",""
"Female","1410"
"Male","1115"
"36",""
"Female","918"
"Male","690"
"37",""
"Female","693"
"Male","628"
"38",""
"Female","896"
"Male","733"
"39",""
"Female","663"
"Male","555"
"4",""
"Female","1718"
"Male","1819"
"40",""
"Female","1436"
"Male","1174"
"41",""
"Female","636"
"Male","567"
"42",""
"Female","808"
"Male","770"
"43",""
"Female","670"
"Male","609"
"44",""
"Female","605"
"Male","529"
"45",""
"Female","1116"
"Male","971"
"46",""
"Female","697"
"Male","574"
"47",""
"Female","646"
"Male","560"
"48",""
"Female","798"
"Male","760"
"49",""
"Female","619"
"Male","601"
"5",""
"Female","1931"
"Male","2047"
"50",""
"Female","1261"
"Male","1138"
"51",""
"Female","561"
"Male","608"
"52",""
"Female","770"
"Male","737"
"53",""
"Female","583"
"Male","564"
"54",""
"Female","559"
"Male","518"
"55",""
"Female","745"
"Male","742"
"56",""
"Female","574"
"Male","588"
"57",""
"Female","522"
"Male","527"
"58",""
"Female","542"
"Male","556"
"59",""
"Female","439"
"Male","448"
"6",""
"Female","2035"
"Male","1992"
"60",""
"Female","951"
"Male","897"
"61",""
"Female","463"
"Male","413"
"62",""
"Female","430"
"Male","414"
"63",""
"Female","395"
"Male","380"
"64",""
"Female","317"
"Male","335"
"65",""
"Female","569"
"Male","506"
"66",""
"Female","296"
"Male","274"
"67",""
"Female","392"
"Male","325"
"68",""
"Female","344"
"Male","380"
"69",""
"Female","203"
"Male","239"
"7",""
"Female","2120"
"Male","2103"
"70",""
"Female","504"
"Male","433"
"71",""
"Female","179"
"Male","212"
"72",""
"Female","307"
"Male","279"
"73",""
"Female","206"
"Male","237"
"74",""
"Female","160"
"Male","166"
"75",""
"Female","313"
"Male","310"
"76",""
"Female","156"
"Male","187"
"77",""
"Female","204"
"Male","170"
"78",""
"Female","203"
"Male","183"
"79",""
"Female","88"
"Male","90"
"8",""
"Female","2050"
"Male","2158"
"80",""
"Female","204"
"Male","173"
"81",""
"Female","85"
"Male","77"
"82",""
"Female","91"
"Male","105"
"83",""
"Female","79"
"Male","73"
"84",""
"Female","99"
"Male","91"
"85",""
"Female","398"
"Male","313"
"9",""
"Female","1996"
"Male","1991"
