"Population by Five Years Age Group","Number"
"0-4",""
"Female","7508"
"Male","7756"
"10-14",""
"Female","10559"
"Male","10405"
"15-19",""
"Female","9347"
"Male","8810"
"20-24",""
"Female","7662"
"Male","5153"
"25-29",""
"Female","6495"
"Male","4419"
"30-34",""
"Female","5011"
"Male","3867"
"35-39",""
"Female","4580"
"Male","3721"
"40-44",""
"Female","4155"
"Male","3649"
"45-49",""
"Female","3876"
"Male","3466"
"50-54",""
"Female","3734"
"Male","3565"
"55-59",""
"Female","2822"
"Male","2861"
"5-9",""
"Female","10132"
"Male","10291"
"60-64",""
"Female","2556"
"Male","2439"
"65-69",""
"Female","1804"
"Male","1724"
"70-74",""
"Female","1356"
"Male","1327"
"75+",""
"Female","1920"
"Male","1772"
