"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1184"
"Christianity","17"
"Hindu","12181"
"Islam","23"
"Jainism","0"
"Kirat","0"
"Prakriti","3"
"Sikhism","0"
"Undefined","1"
"Total","13409"
