"Population by Caste Ethinicity","Number"
"Badi",""
"Female","24"
"Male","17"
"","41"
"Bote",""
"Female","10"
"Male","5"
"","15"
"Brahman - Hill",""
"Female","3212"
"Male","2451"
"","5663"
"Chhetri",""
"Female","795"
"Male","597"
"","1392"
"Damai/Dholi",""
"Female","427"
"Male","339"
"","766"
"Gharti/Bhujel",""
"Female","114"
"Male","102"
"","216"
"Gurung",""
"Female","256"
"Male","224"
"","480"
"Kami",""
"Female","507"
"Male","396"
"","903"
"Kumal",""
"Female","144"
"Male","134"
"","278"
"Magar",""
"Female","780"
"Male","609"
"","1389"
"Majhi",""
"Female","49"
"Male","42"
"","91"
"Musalman",""
"Female","12"
"Male","11"
"","23"
"Newar",""
"Female","215"
"Male","147"
"","362"
"Others",""
"Female","20"
"Male","18"
"","38"
"Sanyasi/Dasnami",""
"Female","249"
"Male","194"
"","443"
"Sarki",""
"Female","740"
"Male","563"
"","1303"
