"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","3"
"Electricity Fuel","0"
"KeroseneFuel","7"
"LP Gas","68"
"Not Sated about Fuel","14"
"OthersFuel","0"
"Wood/FireWood","2838"
"Total","2941"
