"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","582"
"Cow Dung","17"
"Electricity Fuel","2"
"KeroseneFuel","22"
"LP Gas","450"
"Not Sated about Fuel","26"
"OthersFuel","5"
"Wood/FireWood","8465"
"Total","9569"
