"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","12"
"Cow Dung","2791"
"Electricity","0"
"Kerosene","101"
"LP Gas","27"
"Not stated","72"
"Others","5"
"Wood/Firewood","1070"
"Total","4078"
