"Population by Mother tongue","Number"
"Bahing",""
"Female","10"
"Male","9"
"","19"
"Bantawa",""
"Female","4175"
"Male","3725"
"","7900"
"Bhojpuri",""
"Female","3"
"Male","8"
"","11"
"Chamling",""
"Female","603"
"Male","532"
"","1135"
"Dumi",""
"Female","19"
"Male","16"
"","35"
"Gurung",""
"Female","11"
"Male","16"
"","27"
"Kulung",""
"Female","14"
"Male","12"
"","26"
"Limbu",""
"Female","35"
"Male","30"
"","65"
"Magar",""
"Female","598"
"Male","535"
"","1133"
"Maithili",""
"Female","300"
"Male","337"
"","637"
"Majhi",""
"Female","110"
"Male","118"
"","228"
"Nepali",""
"Female","13435"
"Male","11272"
"","24707"
"Newar",""
"Female","99"
"Male","79"
"","178"
"Not Reported",""
"Female","24"
"Male","27"
"","51"
"Others",""
"Female","12"
"Male","16"
"","28"
"Puma",""
"Female","62"
"Male","67"
"","129"
"Rai",""
"Female","485"
"Male","448"
"","933"
"Sampang",""
"Female","47"
"Male","43"
"","90"
"Sherpa",""
"Female","10"
"Male","10"
"","20"
"Sunuwar",""
"Female","8"
"Male","9"
"","17"
"Tamang",""
"Female","652"
"Male","547"
"","1199"
"Thami",""
"Female","15"
"Male","19"
"","34"
"Tharu",""
"Female","1984"
"Male","1671"
"","3655"
"Thulung",""
"Female","35"
"Male","33"
"","68"
"Uranw/Urau",""
"Female","20"
"Male","15"
"","35"
"Urdu",""
"Female","7"
"Male","6"
"","13"
"Yakkha",""
"Female","8"
"Male","5"
"","13"
