"Population by Mother tongue","Number"
"Bajjika",""
"Female","32"
"Male","31"
"Bangla",""
"Female","13"
"Male","21"
"Bantawa",""
"Female","20"
"Male","26"
"Bhojpuri",""
"Female","239441"
"Male","255599"
"Chamling",""
"Female","4"
"Male","7"
"Chepang",""
"Female","73"
"Male","62"
"Chhantyal",""
"Female","12"
"Male","3"
"Danuwar",""
"Female","112"
"Male","98"
"Doteli",""
"Female","107"
"Male","88"
"Ghale",""
"Female","59"
"Male","60"
"Gurung",""
"Female","218"
"Male","206"
"Hindi",""
"Female","191"
"Male","271"
"Limbu",""
"Female","108"
"Male","87"
"Magar",""
"Female","1541"
"Male","1518"
"Maithili",""
"Female","12664"
"Male","13459"
"Majhi",""
"Female","63"
"Male","62"
"Nepali",""
"Female","33559"
"Male","31560"
"Newar",""
"Female","1436"
"Male","1409"
"Not Reported",""
"Female","661"
"Male","710"
"Others",""
"Female","294"
"Male","178"
"Rai",""
"Female","360"
"Male","343"
"Rajsthani",""
"Female","51"
"Male","66"
"Sanskrit",""
"Female","7"
"Male","7"
"Santhali",""
"Female","7"
"Male","8"
"Sherpa",""
"Female","10"
"Male","5"
"Sunuwar",""
"Female","40"
"Male","37"
"Tamang",""
"Female","12736"
"Male","11750"
"Tharu",""
"Female","26180"
"Male","25434"
"Uranw/Urau",""
"Female","365"
"Male","349"
"Urdu",""
"Female","5803"
"Male","5804"
"Yakkha",""
"Female","212"
"Male","194"
