"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","38"
"Male","141"
"","179"
"Bhujel",""
"Female","10"
"Male","6"
"","16"
"Chhantyal",""
"Female","710"
"Male","567"
"","1277"
"Gurung",""
"Female","195"
"Male","159"
"","354"
"Hindi",""
"Female","22"
"Male","37"
"","59"
"Kham",""
"Female","725"
"Male","577"
"","1302"
"Kumal",""
"Female","129"
"Male","108"
"","237"
"Magar",""
"Female","8244"
"Male","6377"
"","14621"
"Maithili",""
"Female","21"
"Male","47"
"","68"
"Nepali",""
"Female","138909"
"Male","107200"
"","246109"
"Newar",""
"Female","667"
"Male","599"
"","1266"
"Not Reported",""
"Female","120"
"Male","94"
"","214"
"Others",""
"Female","138"
"Male","159"
"","297"
"Rai",""
"Female","7"
"Male","10"
"","17"
"Sign Language",""
"Female","5"
"Male","8"
"","13"
"Tamang",""
"Female","243"
"Male","232"
"","475"
"Thakali",""
"Female","32"
"Male","30"
"","62"
"Tharu",""
"Female","6"
"Male","24"
"","30"
"Urdu",""
"Female","14"
"Male","20"
"","34"
