"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","16"
"Electricity","0"
"Kerosene","10"
"LP Gas","90"
"Not stated","31"
"Others","14"
"Wood/Firewood","6594"
"Total","6763"
