"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","8"
"","13"
"Bhojpuri",""
"Female","150"
"Male","215"
"","365"
"Bote",""
"Female","252"
"Male","223"
"","475"
"Darai",""
"Female","211"
"Male","159"
"","370"
"Ghale",""
"Female","8"
"Male","4"
"","12"
"Gurung",""
"Female","406"
"Male","311"
"","717"
"Hindi",""
"Female","15"
"Male","39"
"","54"
"Hyolmo/Yholmo",""
"Female","28"
"Male","19"
"","47"
"Khash",""
"Female","6"
"Male","5"
"","11"
"Kumal",""
"Female","843"
"Male","712"
"","1555"
"Magar",""
"Female","4910"
"Male","3822"
"","8732"
"Maithili",""
"Female","120"
"Male","114"
"","234"
"Nepali",""
"Female","15382"
"Male","11979"
"","27361"
"Newar",""
"Female","343"
"Male","255"
"","598"
"Not Reported",""
"Female","20"
"Male","15"
"","35"
"Others",""
"Female","20"
"Male","15"
"","35"
"Rai",""
"Female","15"
"Male","15"
"","30"
"Sherpa",""
"Female","7"
"Male","7"
"","14"
"Sign Language",""
"Female","10"
"Male","16"
"","26"
"Sunuwar",""
"Female","6"
"Male","5"
"","11"
"Tamang",""
"Female","138"
"Male","116"
"","254"
"Tharu",""
"Female","7153"
"Male","5978"
"","13131"
"Uranw/Urau",""
"Female","17"
"Male","15"
"","32"
"Urdu",""
"Female","18"
"Male","10"
"","28"
