"Population by Religion","Number"
"Bahai","0"
"Bon","19"
"Buddism","3882"
"Christianity","1048"
"Hindu","49090"
"Islam","132"
"Jainism","0"
"Kirat","4"
"Prakriti","109"
"Sikhism","0"
"Undefined","140"
"Total","54424"
