"Population by Five Years Age Group","Number"
"0-4",""
"Female","1724"
"Male","2031"
"10-14",""
"Female","3048"
"Male","3701"
"15-19",""
"Female","3337"
"Male","3428"
"20-24",""
"Female","3337"
"Male","2877"
"25-29",""
"Female","2873"
"Male","2539"
"30-34",""
"Female","2336"
"Male","2245"
"35-39",""
"Female","2138"
"Male","2045"
"40-44",""
"Female","1676"
"Male","1738"
"45-49",""
"Female","1391"
"Male","1409"
"50-54",""
"Female","1148"
"Male","1093"
"55-59",""
"Female","812"
"Male","756"
"5-9",""
"Female","2365"
"Male","2488"
"60-64",""
"Female","776"
"Male","681"
"65-69",""
"Female","599"
"Male","518"
"70-74",""
"Female","401"
"Male","387"
"75+",""
"Female","622"
"Male","557"
