"Population by Single Year of Age","Number"
"0",""
"Female","360"
"Male","411"
"1",""
"Female","347"
"Male","416"
"10",""
"Female","573"
"Male","600"
"11",""
"Female","535"
"Male","676"
"12",""
"Female","607"
"Male","852"
"13",""
"Female","634"
"Male","789"
"14",""
"Female","699"
"Male","784"
"15",""
"Female","678"
"Male","724"
"16",""
"Female","659"
"Male","718"
"17",""
"Female","686"
"Male","710"
"18",""
"Female","745"
"Male","769"
"19",""
"Female","569"
"Male","507"
"2",""
"Female","317"
"Male","389"
"20",""
"Female","785"
"Male","689"
"21",""
"Female","534"
"Male","493"
"22",""
"Female","754"
"Male","694"
"23",""
"Female","607"
"Male","487"
"24",""
"Female","657"
"Male","514"
"25",""
"Female","731"
"Male","606"
"26",""
"Female","588"
"Male","491"
"27",""
"Female","543"
"Male","498"
"28",""
"Female","665"
"Male","582"
"29",""
"Female","346"
"Male","362"
"3",""
"Female","306"
"Male","385"
"30",""
"Female","787"
"Male","706"
"31",""
"Female","314"
"Male","299"
"32",""
"Female","548"
"Male","499"
"33",""
"Female","348"
"Male","377"
"34",""
"Female","339"
"Male","364"
"35",""
"Female","743"
"Male","671"
"36",""
"Female","394"
"Male","413"
"37",""
"Female","288"
"Male","297"
"38",""
"Female","458"
"Male","417"
"39",""
"Female","255"
"Male","247"
"4",""
"Female","394"
"Male","430"
"40",""
"Female","657"
"Male","662"
"41",""
"Female","220"
"Male","228"
"42",""
"Female","342"
"Male","391"
"43",""
"Female","258"
"Male","240"
"44",""
"Female","199"
"Male","217"
"45",""
"Female","507"
"Male","467"
"46",""
"Female","244"
"Male","255"
"47",""
"Female","183"
"Male","200"
"48",""
"Female","293"
"Male","306"
"49",""
"Female","164"
"Male","181"
"5",""
"Female","446"
"Male","439"
"50",""
"Female","486"
"Male","401"
"51",""
"Female","143"
"Male","157"
"52",""
"Female","220"
"Male","228"
"53",""
"Female","136"
"Male","147"
"54",""
"Female","163"
"Male","160"
"55",""
"Female","283"
"Male","253"
"56",""
"Female","137"
"Male","127"
"57",""
"Female","144"
"Male","128"
"58",""
"Female","147"
"Male","159"
"59",""
"Female","101"
"Male","89"
"6",""
"Female","461"
"Male","449"
"60",""
"Female","337"
"Male","273"
"61",""
"Female","112"
"Male","99"
"62",""
"Female","118"
"Male","135"
"63",""
"Female","97"
"Male","82"
"64",""
"Female","112"
"Male","92"
"65",""
"Female","221"
"Male","151"
"66",""
"Female","88"
"Male","101"
"67",""
"Female","119"
"Male","80"
"68",""
"Female","125"
"Male","125"
"69",""
"Female","46"
"Male","61"
"7",""
"Female","493"
"Male","527"
"70",""
"Female","184"
"Male","152"
"71",""
"Female","44"
"Male","51"
"72",""
"Female","72"
"Male","84"
"73",""
"Female","53"
"Male","54"
"74",""
"Female","48"
"Male","46"
"75",""
"Female","125"
"Male","96"
"76",""
"Female","47"
"Male","70"
"77",""
"Female","57"
"Male","45"
"78",""
"Female","89"
"Male","55"
"79",""
"Female","26"
"Male","28"
"8",""
"Female","467"
"Male","570"
"80",""
"Female","66"
"Male","55"
"81",""
"Female","19"
"Male","20"
"82",""
"Female","29"
"Male","31"
"83",""
"Female","15"
"Male","29"
"84",""
"Female","29"
"Male","34"
"85",""
"Female","120"
"Male","94"
"9",""
"Female","498"
"Male","503"
