"Population by Mother tongue","Number"
"Bajjika",""
"Female","15409"
"Male","16492"
"Bangla",""
"Female","66"
"Male","60"
"Bhojpuri",""
"Female","18"
"Male","14"
"Maithili",""
"Female","271"
"Male","290"
"Nepali",""
"Female","176"
"Male","169"
"Newar",""
"Female","145"
"Male","148"
"Not Reported",""
"Female","79"
"Male","92"
"Others",""
"Female","13"
"Male","7"
"Rai",""
"Female","48"
"Male","48"
"Rajbanshi",""
"Female","11"
"Male","18"
"Sherpa",""
"Female","5"
"Male","6"
"Urdu",""
"Female","3464"
"Male","3361"
