"Population by Five Years Age Group","Number"
"0-4",""
"Female","2525"
"Male","2487"
"10-14",""
"Female","2650"
"Male","2649"
"15-19",""
"Female","1745"
"Male","1953"
"20-24",""
"Female","1586"
"Male","1661"
"25-29",""
"Female","1431"
"Male","1554"
"30-34",""
"Female","1428"
"Male","1248"
"35-39",""
"Female","1209"
"Male","1340"
"40-44",""
"Female","876"
"Male","1057"
"45-49",""
"Female","762"
"Male","870"
"50-54",""
"Female","554"
"Male","684"
"55-59",""
"Female","530"
"Male","527"
"5-9",""
"Female","3020"
"Male","3062"
"60-64",""
"Female","521"
"Male","568"
"65-69",""
"Female","405"
"Male","426"
"70-74",""
"Female","264"
"Male","373"
"75+",""
"Female","199"
"Male","246"
