"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","29"
"Cow Dung","60"
"Electricity Fuel","1"
"KeroseneFuel","137"
"LP Gas","501"
"Not Sated about Fuel","226"
"OthersFuel","20"
"Wood/FireWood","31492"
"Total","32466"
