"Population by Mother tongue","Number"
"Bahing",""
"Female","3069"
"Male","2493"
"","5562"
"Baram",""
"Female","6"
"Male","5"
"","11"
"Bhojpuri",""
"Female","391"
"Male","371"
"","762"
"Bhujel",""
"Female","112"
"Male","87"
"","199"
"Dumi",""
"Female","9"
"Male","15"
"","24"
"Gurung",""
"Female","149"
"Male","100"
"","249"
"Hariyanwi",""
"Female","16"
"Male","16"
"","32"
"Jero/Jerung",""
"Female","808"
"Male","658"
"","1466"
"Khaling",""
"Female","9"
"Male","7"
"","16"
"Limbu",""
"Female","11"
"Male","5"
"","16"
"Magar",""
"Female","7295"
"Male","5871"
"","13166"
"Maithili",""
"Female","99"
"Male","257"
"","356"
"Majhi",""
"Female","96"
"Male","85"
"","181"
"Nepali",""
"Female","46141"
"Male","39203"
"","85344"
"Newar",""
"Female","817"
"Male","695"
"","1512"
"Not Reported",""
"Female","157"
"Male","125"
"","282"
"Others",""
"Female","161"
"Male","172"
"","333"
"Puma",""
"Female","29"
"Male","29"
"","58"
"Rai",""
"Female","1447"
"Male","1298"
"","2745"
"Rajsthani",""
"Female","10"
"Male","9"
"","19"
"Sampang",""
"Female","25"
"Male","25"
"","50"
"Santhali",""
"Female","29"
"Male","29"
"","58"
"Sherpa",""
"Female","5247"
"Male","4743"
"","9990"
"Sign Language",""
"Female","5"
"Male","13"
"","18"
"Sunuwar",""
"Female","1665"
"Male","1469"
"","3134"
"Tamang",""
"Female","7322"
"Male","6223"
"","13545"
"Tharu",""
"Female","20"
"Male","24"
"","44"
"Thulung",""
"Female","262"
"Male","235"
"","497"
"Wambule",""
"Female","3819"
"Male","3296"
"","7115"
"Yakkha",""
"Female","21"
"Male","19"
"","40"
