"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","21"
"Cow Dung","3215"
"Electricity Fuel","2"
"KeroseneFuel","53"
"LP Gas","92"
"Not Sated about Fuel","32"
"OthersFuel","11"
"Wood/FireWood","1569"
"Total","4995"
